Category,Item,ItemType,SuggestedVerbKeysTop,SuggestedVerbLabelsTop,SuggestedVerbKeysMore,SuggestedVerbLabelsMore,SuggestedLocationCategoryNames,SuggestedLocationQuickPickKeys,SuggestedLocationQuickPickLabels,MatchedOverrideRules
Steering,Kingpin Kit,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Pitman Arm,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Power Steering Cooler,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Power Steering Hose / Line,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Power Steering Reservoir,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Steering Arm,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Steering Box Adjustment,SERVICE,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Steering Column,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Steering Gear / Steering Box,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Steering Knuckle,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Steering Pump,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Steering Shaft,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Tie Rod,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Tie Rod End,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Wheel Alignment,SERVICE,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Suspension,Air Spring / Air Bag,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Air Suspension Valve (Height Control Valve),PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Cab Ride System,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Leaf Spring,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Shock Absorber,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Shock Mount,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Spring Bushing,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Spring Hanger,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Spring Pack,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Spring Pin,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Spring Shackle,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Stabilizer Bar (Sway Bar),PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Stabilizer Link,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Suspension Air Line / Hose,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Suspension Inspection,SERVICE,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Tag Axle,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Torque Rod / Trailing Arm,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,Torque Rod Bushing,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
Suspension,U-Bolt,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|drive_axle_forward|drive_axle_rear|trailer_axle_rear|truck_underbody,General|Steer Axle|Drive Axle (Forward)|Drive Axle (Rear)|Trailer Axle (Rear)|Underbody,
